"Season","Name","Team","G","AB","PA","H","R","RBI","HR","BB","SO","IBB","AVG","OBP","SLG","OPS","wRC+","WAR","OBP+","TTO%","playerid"
"2011","Eric Hosmer","Royals","128","523","563","153","66","78","19","34","82","7",".293",".334",".465",".799","113","1.1","103","24.0 %","3516"
"2010","Marlon Byrd","Cubs","152","580","630","170","84","66","12","31","98","1",".293",".346",".429",".775","108","3.9","104","22.4 %","950"
"2001","Ray Durham","White Sox","152","611","691","163","104","65","20","64","110","3",".267",".337",".466",".804","108","3.9","101","28.1 %","230"
"2018","Joey Gallo","Rangers","148","500","577","103","82","92","40","74","207","4",".206",".312",".498",".810","110","2.8","98","55.6 %","14128"
"2005","Ray Durham","Giants","142","497","560","144","67","62","12","48","59","2",".290",".356",".429",".785","107","2.8","105","21.3 %","230"
"2007","Brian Giles","Padres","121","483","552","131","72","51","13","64","61","5",".271",".361",".416",".777","112","1.0","105","25.0 %","990"
"2003","Jose Cruz","Giants","158","539","650","135","90","68","20","102","121","6",".250",".366",".414",".779","108","3.2","107","37.4 %","1296"
"2000","Omar Vizquel","Indians","156","613","717","176","101","66","7","87","72","0",".287",".377",".375",".753","96","2.5","108","23.2 %","411"
"1998","Devon White","Diamondbacks","146","563","627","157","84","85","22","42","102","4",".279",".335",".456",".792","103","3.7","99","26.5 %","1013862"
"2008","Alex Gordon","Royals","134","493","571","128","72","59","16","66","120","5",".260",".351",".432",".783","106","2.6","104","35.4 %","5209"
"2007","Aaron Hill","Blue Jays","160","608","657","177","87","78","17","41","102","1",".291",".333",".459",".792","107","3.4","98","24.4 %","6104"
"2001","Raul Mondesi","Blue Jays","149","572","653","144","88","84","27","73","128","3",".252",".342",".453",".794","107","1.8","102","34.9 %","1314"
"2008","Paul Konerko","White Sox","122","438","514","105","59","62","22","65","80","4",".240",".344",".438",".783","104","0.4","102","32.5 %","242"
"1998","Chuck Knoblauch","Yankees","150","603","706","160","117","64","17","76","70","1",".265",".361",".405",".765","105","2.7","106","23.1 %","609"
"1997","Stan Javier","Giants","142","440","510","126","69","50","8","56","70","1",".286",".368",".395",".764","108","3.7","108","26.3 %","1006372"
"2013","Jacoby Ellsbury","Red Sox","134","577","636","172","92","53","9","47","92","3",".298",".355",".426",".781","112","4.6","111","23.3 %","4727"
"2005","Carlos Lee","Brewers","162","618","688","164","85","114","32","57","87","7",".265",".324",".487",".811","106","1.8","96","25.6 %","243"
"1999","Damion Easley","Tigers","151","549","627","146","83","65","20","51","124","2",".266",".346",".434",".779","98","1.7","99","31.1 %","464"
"2015","Christian Yelich","Marlins","126","476","525","143","63","44","7","47","101","2",".300",".366",".416",".782","120","2.4","113","29.5 %","11477"
"2003","Raul Ibanez","Royals","157","608","671","179","95","90","18","49","81","5",".294",".345",".454",".799","103","2.0","103","22.1 %","607"
"2018","Kyle Schwarber","Cubs","137","428","510","102","64","61","26","78","140","20",".238",".356",".467",".823","115","3.2","109","47.8 %","16478"
"2017","Matt Joyce","Athletics","141","469","544","114","78","68","25","66","113","0",".243",".335",".473",".808","116","2.7","103","37.5 %","3353"
"1999","Carlos Beltran","Royals","156","663","723","194","112","108","22","46","123","2",".293",".337",".454",".791","95","4.3","97","26.4 %","589"
"1998","John Valentin","Red Sox","153","588","681","145","113","73","23","77","82","3",".247",".340",".442",".782","101","4.5","100","26.7 %","1375"
"1999","Homer Bush","Blue Jays","128","485","523","155","69","55","5","21","82","0",".320",".353",".421",".774","97","2.8","102","20.7 %","1425"
"2005","Preston Wilson","- - -","139","520","576","135","73","90","25","45","148","0",".260",".325",".467",".793","103","0.7","96","37.9 %","545"
"2010","Raul Ibanez","Phillies","155","561","636","154","75","83","16","68","108","11",".275",".349",".444",".793","110","1.1","105","30.2 %","607"
"2016","Mike Napoli","Indians","150","557","645","133","92","101","34","78","194","2",".239",".335",".465",".800","111","0.7","104","47.4 %","3057"
"2000","B.J. Surhoff","- - -","147","539","587","157","69","68","14","41","58","3",".291",".344",".443",".787","101","2.4","98","19.3 %","117"
"1996","Walt Weiss","Rockies","155","517","624","146","89","48","8","80","78","5",".282",".381",".375",".756","83","0.5","112","26.6 %","1013748"
"2009","Dexter Fowler","Rockies","135","433","518","115","73","34","4","67","116","1",".266",".363",".406",".770","97","0.7","107","36.1 %","4062"
"2016","Anthony Rendon","Nationals","156","567","647","153","91","85","20","65","117","2",".270",".348",".450",".797","110","4.3","105","31.2 %","12861"
"2012","Freddie Freeman","Braves","147","540","620","140","91","94","23","64","129","4",".259",".340",".456",".796","115","1.7","104","34.8 %","5361"
"2010","Hunter Pence","Astros","156","614","658","173","93","91","25","41","105","2",".282",".325",".461",".786","111","2.6","98","26.0 %","8252"
"2011","Gaby Sanchez","Marlins","159","572","661","152","72","78","19","74","97","4",".266",".352",".427",".779","114","2.7","108","28.7 %","3361"
"2000","Luis Alicea","Rangers","139","540","619","159","85","63","6","59","75","1",".294",".365",".404",".769","93","0.6","104","22.6 %","584"
"2016","Melky Cabrera","White Sox","151","591","646","175","70","86","14","47","69","2",".296",".345",".455",".800","116","2.2","107","20.1 %","4022"
"2018","Michael Conforto","Mets","153","543","638","132","78","82","28","84","159","8",".243",".350",".448",".797","120","3.0","107","42.5 %","16376"
"2009","Jack Cust","Athletics","149","513","612","123","88","70","25","93","185","5",".240",".356",".417",".773","108","0.7","106","49.5 %","1564"
"1996","Moises Alou","Expos","143","540","598","152","87","96","21","49","83","7",".281",".339",".457",".797","107","2.0","100","25.6 %","261"
"2009","David Ortiz","Red Sox","150","541","627","129","77","99","28","74","134","5",".238",".332",".462",".794","100","0.3","99","37.6 %","745"
"2006","Paul Lo Duca","Mets","124","512","551","163","80","49","5","24","38","0",".318",".355",".428",".783","105","2.5","103","12.2 %","662"
"2004","Alfonso Soriano","Rangers","145","608","658","170","77","91","28","33","121","4",".280",".324",".484",".807","98","2.2","96","27.7 %","847"
"2006","Brian Giles","Padres","158","604","717","159","87","83","14","104","60","6",".263",".374",".397",".771","111","3.0","109","24.8 %","990"
"2015","Todd Frazier","Reds","157","619","678","158","82","89","35","44","137","3",".255",".309",".498",".806","116","4.3","95","31.9 %","785"
"2003","Hideki Matsui","Yankees","163","623","695","179","82","106","16","63","86","5",".287",".353",".435",".788","109","0.2","106","23.7 %","1659"
"2013","Will Venable","Padres","151","481","515","129","64","53","22","29","118","4",".268",".312",".484",".796","122","2.6","97","32.8 %","211"
"2003","Jacque Jones","Twins","136","517","548","157","76","69","16","21","105","2",".304",".333",".464",".797","107","1.8","100","25.9 %","735"
"2004","Placido Polanco","Phillies","126","503","555","150","74","55","17","27","39","0",".298",".345",".441",".786","102","2.1","101","15.0 %","1176"
"2000","Mike Bordick","- - -","156","583","644","166","88","80","20","49","99","0",".285",".341",".443",".783","101","2.0","97","26.1 %","129"
"2000","Derek Bell","Mets","144","546","622","145","87","69","18","65","125","0",".266",".348",".425",".773","102","1.4","99","33.4 %","1000801"
"2009","Cody Ross","Marlins","151","559","604","151","73","90","24","34","122","1",".270",".321",".469",".790","105","1.6","95","29.8 %","1760"
"2005","Kevin Mench","Rangers","150","557","615","147","71","73","25","50","68","4",".264",".328",".469",".797","105","2.7","99","23.3 %","1261"
"2000","Wil Cordero","- - -","127","496","536","137","64","68","16","32","76","1",".276",".328",".464",".792","96","-0.9","94","23.1 %","770"
"2014","Luis Valbuena","Cubs","149","478","547","119","68","51","16","65","113","4",".249",".341",".435",".776","118","3.2","106","35.5 %","4969"
"2012","Alex Rodriguez","Yankees","122","463","529","126","74","57","18","51","116","3",".272",".353",".430",".783","113","2.5","110","35.0 %","1274"
"2000","Terrence Long","Athletics","138","584","631","168","104","80","18","43","77","1",".288",".336",".452",".788","100","1.8","96","21.9 %","927"
"2017","David Peralta","Diamondbacks","140","525","577","154","82","57","14","43","94","1",".293",".352",".444",".796","104","1.8","105","26.2 %","2136"
"2008","Jimmy Rollins","Phillies","137","556","625","154","76","59","11","58","55","7",".277",".349",".437",".786","104","5.0","103","19.8 %","971"
"2016","Danny Valencia","Athletics","130","471","517","135","72","51","17","41","115","1",".287",".346",".446",".792","117","1.5","108","33.5 %","6364"
"2016","Yadier Molina","Cardinals","147","534","581","164","56","58","8","39","63","1",".307",".360",".427",".787","114","3.7","109","18.9 %","7007"
"2013","Kendrys Morales","Mariners","156","602","657","167","64","80","23","49","114","6",".277",".336",".449",".785","119","1.2","105","28.3 %","8610"
"1997","Eric Karros","Dodgers","162","628","700","167","86","104","31","61","116","2",".266",".329",".459",".787","110","1.5","96","29.7 %","659"
"2017","DJ LeMahieu","Rockies","155","609","682","189","95","64","8","59","90","1",".310",".374",".409",".783","94","1.9","112","23.0 %","9874"
"2005","Craig Biggio","Astros","155","590","651","156","94","69","26","37","90","2",".264",".325",".468",".792","106","2.7","96","23.5 %","549"
"1995","Brett Butler","- - -","129","513","596","154","78","38","1","67","51","2",".300",".377",".376",".753","108","0.9","111","20.0 %","1001772"
"2006","Geoff Jenkins","Brewers","147","484","555","131","62","70","17","56","129","8",".271",".357",".434",".791","103","1.3","104","36.4 %","690"
"1997","Rondell White","Expos","151","592","638","160","84","82","28","31","111","3",".270",".316",".478",".794","103","4.7","92","26.7 %","856"
"2008","Yunel Escobar","Braves","136","514","587","148","71","60","10","59","62","4",".288",".366",".401",".766","106","2.8","108","22.3 %","4191"
"1997","B.J. Surhoff","Orioles","147","528","595","150","80","88","18","49","60","14",".284",".345",".458",".803","104","3.0","101","21.3 %","117"
"2016","Wil Myers","Padres","157","599","676","155","99","94","28","68","160","1",".259",".336",".461",".797","114","3.5","102","37.9 %","10047"
"2014","Denard Span","Nationals","147","610","668","184","94","37","5","50","65","1",".302",".355",".416",".771","117","4.3","111","18.0 %","8347"
"2007","Akinori Iwamura","Devil Rays","123","491","559","140","82","34","7","58","114","0",".285",".359",".411",".770","107","3.1","106","32.0 %","7781"
"2003","Ichiro Suzuki","Mariners","159","679","725","212","111","62","13","36","69","7",".312",".352",".436",".788","112","5.7","105","16.3 %","1101"
"2004","Jack Wilson","Pirates","157","652","693","201","82","59","11","26","71","0",".308",".335",".459",".794","103","4.3","98","15.6 %","1017"
"2014","Kole Calhoun","Angels","127","493","537","134","90","58","17","38","104","0",".272",".325",".450",".776","124","3.4","103","29.6 %","11200"
"1996","Gary Gaetti","Cardinals","141","522","574","143","71","80","23","35","97","6",".274",".326",".473",".799","106","2.1","96","27.0 %","1004422"
"2006","Chad Tracy","Diamondbacks","154","597","662","168","91","80","20","54","129","5",".281",".343",".451",".794","98","1.8","100","30.7 %","1888"
"2003","Bernie Williams","Yankees","119","445","521","117","77","64","15","71","61","8",".263",".367",".411",".778","108","0.0","110","28.2 %","857"
"2002","Todd Zeile","Rockies","144","506","580","138","61","87","18","66","92","3",".273",".353",".425",".778","89","-0.3","104","30.3 %","457"
"2012","A.J. Ellis","Dodgers","133","423","505","114","44","52","13","65","107","11",".270",".373",".414",".786","117","1.7","114","36.6 %","5677"
"2010","Adam LaRoche","Diamondbacks","151","560","615","146","75","100","25","48","172","4",".261",".320",".468",".788","104","0.7","96","39.8 %","1904"
"2002","Todd Walker","Reds","155","612","675","183","79","64","11","50","81","7",".299",".353",".431",".785","104","2.2","104","21.0 %","359"
"2007","Brendan Harris","Devil Rays","137","521","576","149","72","59","12","42","96","1",".286",".343",".434",".777","107","2.4","101","26.0 %","2178"
"1999","Troy Glaus","Angels","154","551","631","132","85","79","29","71","143","1",".240",".331",".450",".781","96","2.4","95","38.5 %","15"
"2018","Jurickson Profar","Rangers","146","524","594","133","82","77","20","54","88","1",".254",".335",".458",".793","108","2.9","105","27.3 %","10815"
"2016","Buster Posey","Giants","146","539","614","155","82","80","14","64","68","7",".288",".362",".434",".796","114","6.5","110","23.8 %","9166"
"2005","Jorge Posada","Yankees","142","474","546","124","67","71","19","66","94","5",".262",".352",".430",".782","110","3.3","106","32.8 %","841"
"2007","Andre Ethier","Dodgers","153","447","507","127","50","64","13","46","68","12",".284",".350",".452",".802","104","1.6","102","25.1 %","6265"
"2014","Starlin Castro","Cubs","134","528","569","154","58","65","14","35","100","4",".292",".339",".438",".777","117","3.2","106","26.2 %","4579"
"2012","Justin Upton","Diamondbacks","150","554","628","155","107","67","17","63","121","5",".280",".355",".430",".785","109","2.5","109","32.0 %","5222"
"2002","Mike Cameron","Mariners","158","545","640","130","84","80","25","79","176","3",".239",".340",".442",".782","113","5.5","102","43.8 %","1070"
"2017","Corey Dickerson","Rays","150","588","629","166","84","62","27","35","152","6",".282",".325",".490",".815","115","2.6","100","34.0 %","10762"
"2017","Nicholas Castellanos","Tigers","157","614","665","167","73","101","26","41","142","0",".272",".320",".490",".811","112","1.6","99","31.4 %","11737"
"2014","Christian Yelich","Marlins","144","582","660","165","94","54","9","70","137","3",".284",".362",".402",".764","118","4.1","113","32.7 %","11477"
"2006","Luis Gonzalez","Diamondbacks","153","586","668","159","93","73","15","69","58","10",".271",".352",".444",".795","98","0.9","103","21.3 %","55"
"2010","Mike Napoli","Angels","140","453","510","108","60","68","26","42","137","2",".238",".316",".468",".784","115","2.2","96","40.2 %","3057"
